12-16-2018 08:30:09,N13,526
12-16-2018 08:30:09,N14,278
12-16-2018 08:30:16,P10,294
12-16-2018 08:30:16,P11,381
12-16-2018 08:30:16,P12,285
12-16-2018 08:30:23,F20,359
12-16-2018 08:30:23,F2T,71.60
12-16-2018 08:30:23,F2H,54.00
12-16-2018 09:00:01,F10,498
12-16-2018 09:00:01,F1T,80.60
12-16-2018 09:00:01,F1H,14.00
12-16-2018 09:00:09,N10,554
12-16-2018 09:00:09,N11,385
12-16-2018 09:00:09,N12,496
12-16-2018 09:00:09,N13,525
12-16-2018 09:00:09,N14,278
12-16-2018 09:00:16,P10,294
12-16-2018 09:00:16,P11,380
12-16-2018 09:00:16,P12,283
12-16-2018 09:00:23,F20,354
12-16-2018 09:00:23,F2T,71.60
12-16-2018 09:00:23,F2H,54.00
12-16-2018 09:30:01,F10,493
12-16-2018 09:30:01,F1T,80.60
12-16-2018 09:30:01,F1H,14.00
12-16-2018 09:30:09,N10,554
12-16-2018 09:30:09,N11,386
12-16-2018 09:30:09,N12,502
12-16-2018 09:30:09,N13,525
12-16-2018 09:30:09,N14,278
12-16-2018 09:30:16,P10,296
12-16-2018 09:30:16,P11,381
12-16-2018 09:30:16,P12,285
12-16-2018 09:30:23,F20,351
12-16-2018 09:30:23,F2T,71.60
12-16-2018 09:30:23,F2H,54.00
12-16-2018 10:00:01,F10,499
12-16-2018 10:00:01,F1T,80.60
12-16-2018 10:00:01,F1H,14.00
12-16-2018 10:00:09,N10,554
12-16-2018 10:00:09,N11,386
12-16-2018 10:00:09,N12,510
12-16-2018 10:00:09,N13,524
12-16-2018 10:00:09,N14,278
12-16-2018 10:00:16,P10,295
12-16-2018 10:00:16,P11,380
12-16-2018 10:00:16,P12,285
12-16-2018 10:00:23,F20,348
12-16-2018 10:00:23,F2T,73.40
12-16-2018 10:00:23,F2H,53.00
12-16-2018 10:30:01,F10,496
12-16-2018 10:30:01,F1T,80.60
12-16-2018 10:30:01,F1H,14.00
12-16-2018 10:30:09,N10,555
12-16-2018 10:30:09,N11,387
12-16-2018 10:30:09,N12,518
12-16-2018 10:30:09,N13,524
12-16-2018 10:30:09,N14,278
12-16-2018 10:30:16,P10,296
12-16-2018 10:30:16,P11,382
12-16-2018 10:30:16,P12,285
12-16-2018 10:30:23,F20,348
12-16-2018 10:30:23,F2T,73.40
12-16-2018 10:30:23,F2H,53.00
12-16-2018 11:00:01,F10,496
12-16-2018 11:00:01,F1T,80.60
12-16-2018 11:00:01,F1H,14.00
12-16-2018 11:00:09,N10,555
12-16-2018 11:00:09,N11,391
12-16-2018 11:00:09,N12,525
12-16-2018 11:00:09,N13,523
12-16-2018 11:00:09,N14,278
12-16-2018 11:00:16,P10,299
12-16-2018 11:00:16,P11,385
12-16-2018 11:00:16,P12,284
12-16-2018 11:00:23,F20,346
12-16-2018 11:00:23,F2T,71.60
12-16-2018 11:00:23,F2H,55.00
12-16-2018 11:30:01,F10,497
12-16-2018 11:30:01,F1T,80.60
12-16-2018 11:30:01,F1H,14.00
12-16-2018 11:30:09,N10,556
12-16-2018 11:30:09,N11,396
12-16-2018 11:30:09,N12,533
12-16-2018 11:30:09,N13,523
12-16-2018 11:30:09,N14,278
12-16-2018 11:30:16,P10,295
12-16-2018 11:30:16,P11,387
12-16-2018 11:30:16,P12,285
12-16-2018 11:30:23,F20,344
12-16-2018 11:30:23,F2T,71.60
12-16-2018 11:30:23,F2H,55.00
12-16-2018 12:00:01,F10,495
12-16-2018 12:00:01,F1T,80.60
12-16-2018 12:00:01,F1H,14.00
12-16-2018 12:00:09,N10,554
12-16-2018 12:00:09,N11,329
12-16-2018 12:00:09,N12,529
12-16-2018 12:00:09,N13,371
12-16-2018 12:00:09,N14,275
12-16-2018 12:00:16,P10,294
12-16-2018 12:00:16,P11,386
12-16-2018 12:00:16,P12,286
12-16-2018 12:00:23,F20,340
12-16-2018 12:00:23,F2T,71.60
12-16-2018 12:00:23,F2H,55.00
12-16-2018 12:30:01,F10,493
12-16-2018 12:30:01,F1T,80.60
12-16-2018 12:30:01,F1H,14.00
12-16-2018 12:30:08,N10,557
12-16-2018 12:30:08,N11,401
12-16-2018 12:30:08,N12,537
12-16-2018 12:30:08,N13,526
12-16-2018 12:30:08,N14,276
12-16-2018 12:30:15,P10,293
12-16-2018 12:30:15,P11,384
12-16-2018 12:30:15,P12,286
12-16-2018 12:30:22,F20,344
12-16-2018 12:30:22,F2T,71.60
12-16-2018 12:30:22,F2H,55.00
12-16-2018 13:00:01,F10,498
